"Campaign","Campaign Status","Campaign Type","Networks","Daily Budget","Budget Type","Start Date","End Date","Bid Strategy Type","Campaign URL Options (Tracking Template)","Final URL Suffix","Campaign Language"
10K ZIP Campaign - 2025-12-05,Enabled,Search,Search Network,,,,,,,,en

"Campaign","Setting","Value"

"Budget","Budget Amount","Delivery Method","Budget ID"
10K ZIP Campaign - 2025-12-05,81785,Postal Code,
10K ZIP Campaign - 2025-12-05,81799,Postal Code,
10K ZIP Campaign - 2025-12-05,81803,Postal Code,
10K ZIP Campaign - 2025-12-05,81809,Postal Code,
10K ZIP Campaign - 2025-12-05,81819,Postal Code,
10K ZIP Campaign - 2025-12-05,81827,Postal Code,
10K ZIP Campaign - 2025-12-05,81863,Postal Code,
10K ZIP Campaign - 2025-12-05,81867,Postal Code,
10K ZIP Campaign - 2025-12-05,81869,Postal Code,
10K ZIP Campaign - 2025-12-05,81923,Postal Code,
10K ZIP Campaign - 2025-12-05,81926,Postal Code,
10K ZIP Campaign - 2025-12-05,81932,Postal Code,
10K ZIP Campaign - 2025-12-05,81961,Postal Code,
10K ZIP Campaign - 2025-12-05,81977,Postal Code,
10K ZIP Campaign - 2025-12-05,82013,Postal Code,
10K ZIP Campaign - 2025-12-05,82014,Postal Code,
10K ZIP Campaign - 2025-12-05,82019,Postal Code,
10K ZIP Campaign - 2025-12-05,82031,Postal Code,
10K ZIP Campaign - 2025-12-05,82061,Postal Code,
10K ZIP Campaign - 2025-12-05,82068,Postal Code,
10K ZIP Campaign - 2025-12-05,82071,Postal Code,
10K ZIP Campaign - 2025-12-05,82081,Postal Code,
10K ZIP Campaign - 2025-12-05,82089,Postal Code,
10K ZIP Campaign - 2025-12-05,82091,Postal Code,
10K ZIP Campaign - 2025-12-05,82095,Postal Code,
10K ZIP Campaign - 2025-12-05,82108,Postal Code,
10K ZIP Campaign - 2025-12-05,82110,Postal Code,
10K ZIP Campaign - 2025-12-05,82119,Postal Code,
10K ZIP Campaign - 2025-12-05,82136,Postal Code,
10K ZIP Campaign - 2025-12-05,82141,Postal Code,
10K ZIP Campaign - 2025-12-05,82170,Postal Code,
10K ZIP Campaign - 2025-12-05,82186,Postal Code,
10K ZIP Campaign - 2025-12-05,82189,Postal Code,
10K ZIP Campaign - 2025-12-05,82192,Postal Code,
10K ZIP Campaign - 2025-12-05,82196,Postal Code,
10K ZIP Campaign - 2025-12-05,82204,Postal Code,
10K ZIP Campaign - 2025-12-05,82206,Postal Code,
10K ZIP Campaign - 2025-12-05,82219,Postal Code,
10K ZIP Campaign - 2025-12-05,82244,Postal Code,
10K ZIP Campaign - 2025-12-05,82246,Postal Code,
10K ZIP Campaign - 2025-12-05,82261,Postal Code,
10K ZIP Campaign - 2025-12-05,82274,Postal Code,
10K ZIP Campaign - 2025-12-05,82298,Postal Code,
10K ZIP Campaign - 2025-12-05,82309,Postal Code,
10K ZIP Campaign - 2025-12-05,82322,Postal Code,
10K ZIP Campaign - 2025-12-05,82326,Postal Code,
10K ZIP Campaign - 2025-12-05,82332,Postal Code,
10K ZIP Campaign - 2025-12-05,82340,Postal Code,
10K ZIP Campaign - 2025-12-05,82347,Postal Code,
10K ZIP Campaign - 2025-12-05,82349,Postal Code,
10K ZIP Campaign - 2025-12-05,82366,Postal Code,
10K ZIP Campaign - 2025-12-05,82373,Postal Code,
10K ZIP Campaign - 2025-12-05,82380,Postal Code,
10K ZIP Campaign - 2025-12-05,82387,Postal Code,
10K ZIP Campaign - 2025-12-05,82411,Postal Code,
10K ZIP Campaign - 2025-12-05,82419,Postal Code,
10K ZIP Campaign - 2025-12-05,82431,Postal Code,
10K ZIP Campaign - 2025-12-05,82438,Postal Code,
10K ZIP Campaign - 2025-12-05,82450,Postal Code,
10K ZIP Campaign - 2025-12-05,82474,Postal Code,
10K ZIP Campaign - 2025-12-05,82496,Postal Code,
10K ZIP Campaign - 2025-12-05,82504,Postal Code,
10K ZIP Campaign - 2025-12-05,82506,Postal Code,
10K ZIP Campaign - 2025-12-05,82514,Postal Code,
10K ZIP Campaign - 2025-12-05,82521,Postal Code,
10K ZIP Campaign - 2025-12-05,82527,Postal Code,
10K ZIP Campaign - 2025-12-05,82532,Postal Code,
10K ZIP Campaign - 2025-12-05,82539,Postal Code,
10K ZIP Campaign - 2025-12-05,82540,Postal Code,
10K ZIP Campaign - 2025-12-05,82546,Postal Code,
10K ZIP Campaign - 2025-12-05,82560,Postal Code,
10K ZIP Campaign - 2025-12-05,82573,Postal Code,
10K ZIP Campaign - 2025-12-05,82576,Postal Code,
10K ZIP Campaign - 2025-12-05,82585,Postal Code,
10K ZIP Campaign - 2025-12-05,82586,Postal Code,
10K ZIP Campaign - 2025-12-05,82608,Postal Code,
10K ZIP Campaign - 2025-12-05,82620,Postal Code,
10K ZIP Campaign - 2025-12-05,82630,Postal Code,
10K ZIP Campaign - 2025-12-05,82674,Postal Code,
10K ZIP Campaign - 2025-12-05,82689,Postal Code,
10K ZIP Campaign - 2025-12-05,82725,Postal Code,
10K ZIP Campaign - 2025-12-05,82750,Postal Code,
10K ZIP Campaign - 2025-12-05,82777,Postal Code,
10K ZIP Campaign - 2025-12-05,82785,Postal Code,
10K ZIP Campaign - 2025-12-05,82786,Postal Code,
10K ZIP Campaign - 2025-12-05,82803,Postal Code,
10K ZIP Campaign - 2025-12-05,82826,Postal Code,
10K ZIP Campaign - 2025-12-05,82831,Postal Code,
10K ZIP Campaign - 2025-12-05,82840,Postal Code,
10K ZIP Campaign - 2025-12-05,82856,Postal Code,
10K ZIP Campaign - 2025-12-05,82866,Postal Code,
10K ZIP Campaign - 2025-12-05,82871,Postal Code,
10K ZIP Campaign - 2025-12-05,82875,Postal Code,
10K ZIP Campaign - 2025-12-05,82884,Postal Code,
10K ZIP Campaign - 2025-12-05,82896,Postal Code,
10K ZIP Campaign - 2025-12-05,82897,Postal Code,
10K ZIP Campaign - 2025-12-05,82908,Postal Code,
10K ZIP Campaign - 2025-12-05,82917,Postal Code,
10K ZIP Campaign - 2025-12-05,82924,Postal Code,
10K ZIP Campaign - 2025-12-05,82932,Postal Code,
10K ZIP Campaign - 2025-12-05,82974,Postal Code,
10K ZIP Campaign - 2025-12-05,82976,Postal Code,
10K ZIP Campaign - 2025-12-05,82978,Postal Code,
10K ZIP Campaign - 2025-12-05,82979,Postal Code,
10K ZIP Campaign - 2025-12-05,82981,Postal Code,
10K ZIP Campaign - 2025-12-05,82993,Postal Code,
10K ZIP Campaign - 2025-12-05,83000,Postal Code,
10K ZIP Campaign - 2025-12-05,83006,Postal Code,
10K ZIP Campaign - 2025-12-05,83007,Postal Code,
10K ZIP Campaign - 2025-12-05,83008,Postal Code,
10K ZIP Campaign - 2025-12-05,83065,Postal Code,
10K ZIP Campaign - 2025-12-05,83073,Postal Code,
10K ZIP Campaign - 2025-12-05,83084,Postal Code,
10K ZIP Campaign - 2025-12-05,83089,Postal Code,
10K ZIP Campaign - 2025-12-05,83096,Postal Code,
10K ZIP Campaign - 2025-12-05,83097,Postal Code,
10K ZIP Campaign - 2025-12-05,83116,Postal Code,
10K ZIP Campaign - 2025-12-05,83125,Postal Code,
10K ZIP Campaign - 2025-12-05,83129,Postal Code,
10K ZIP Campaign - 2025-12-05,83143,Postal Code,
10K ZIP Campaign - 2025-12-05,83148,Postal Code,
10K ZIP Campaign - 2025-12-05,83149,Postal Code,
10K ZIP Campaign - 2025-12-05,83160,Postal Code,
10K ZIP Campaign - 2025-12-05,83161,Postal Code,
10K ZIP Campaign - 2025-12-05,83166,Postal Code,
10K ZIP Campaign - 2025-12-05,83180,Postal Code,
10K ZIP Campaign - 2025-12-05,83187,Postal Code,
10K ZIP Campaign - 2025-12-05,83192,Postal Code,
10K ZIP Campaign - 2025-12-05,83195,Postal Code,
10K ZIP Campaign - 2025-12-05,83200,Postal Code,
10K ZIP Campaign - 2025-12-05,83210,Postal Code,
10K ZIP Campaign - 2025-12-05,83219,Postal Code,
10K ZIP Campaign - 2025-12-05,83220,Postal Code,
10K ZIP Campaign - 2025-12-05,83225,Postal Code,
10K ZIP Campaign - 2025-12-05,83232,Postal Code,
10K ZIP Campaign - 2025-12-05,83240,Postal Code,
10K ZIP Campaign - 2025-12-05,83255,Postal Code,
10K ZIP Campaign - 2025-12-05,83258,Postal Code,
10K ZIP Campaign - 2025-12-05,83271,Postal Code,
10K ZIP Campaign - 2025-12-05,83275,Postal Code,
10K ZIP Campaign - 2025-12-05,83280,Postal Code,
10K ZIP Campaign - 2025-12-05,83283,Postal Code,
10K ZIP Campaign - 2025-12-05,83294,Postal Code,
10K ZIP Campaign - 2025-12-05,83297,Postal Code,
10K ZIP Campaign - 2025-12-05,83302,Postal Code,
10K ZIP Campaign - 2025-12-05,83312,Postal Code,
10K ZIP Campaign - 2025-12-05,83313,Postal Code,
10K ZIP Campaign - 2025-12-05,83322,Postal Code,
10K ZIP Campaign - 2025-12-05,83359,Postal Code,
10K ZIP Campaign - 2025-12-05,83402,Postal Code,
10K ZIP Campaign - 2025-12-05,83409,Postal Code,
10K ZIP Campaign - 2025-12-05,83420,Postal Code,
10K ZIP Campaign - 2025-12-05,83434,Postal Code,
10K ZIP Campaign - 2025-12-05,83461,Postal Code,
10K ZIP Campaign - 2025-12-05,83462,Postal Code,
10K ZIP Campaign - 2025-12-05,83488,Postal Code,
10K ZIP Campaign - 2025-12-05,83490,Postal Code,
10K ZIP Campaign - 2025-12-05,83516,Postal Code,
10K ZIP Campaign - 2025-12-05,83517,Postal Code,
10K ZIP Campaign - 2025-12-05,83518,Postal Code,
10K ZIP Campaign - 2025-12-05,83521,Postal Code,
10K ZIP Campaign - 2025-12-05,83532,Postal Code,
10K ZIP Campaign - 2025-12-05,83533,Postal Code,
10K ZIP Campaign - 2025-12-05,83556,Postal Code,
10K ZIP Campaign - 2025-12-05,83558,Postal Code,
10K ZIP Campaign - 2025-12-05,83565,Postal Code,
10K ZIP Campaign - 2025-12-05,83567,Postal Code,
10K ZIP Campaign - 2025-12-05,83579,Postal Code,
10K ZIP Campaign - 2025-12-05,83580,Postal Code,
10K ZIP Campaign - 2025-12-05,83585,Postal Code,
10K ZIP Campaign - 2025-12-05,83600,Postal Code,
10K ZIP Campaign - 2025-12-05,83603,Postal Code,
10K ZIP Campaign - 2025-12-05,83606,Postal Code,
10K ZIP Campaign - 2025-12-05,83613,Postal Code,
10K ZIP Campaign - 2025-12-05,83619,Postal Code,
10K ZIP Campaign - 2025-12-05,83622,Postal Code,
10K ZIP Campaign - 2025-12-05,83631,Postal Code,
10K ZIP Campaign - 2025-12-05,83644,Postal Code,
10K ZIP Campaign - 2025-12-05,83652,Postal Code,
10K ZIP Campaign - 2025-12-05,83656,Postal Code,
10K ZIP Campaign - 2025-12-05,83677,Postal Code,
10K ZIP Campaign - 2025-12-05,83682,Postal Code,
10K ZIP Campaign - 2025-12-05,83700,Postal Code,
10K ZIP Campaign - 2025-12-05,83719,Postal Code,
10K ZIP Campaign - 2025-12-05,83722,Postal Code,
10K ZIP Campaign - 2025-12-05,83742,Postal Code,
10K ZIP Campaign - 2025-12-05,83746,Postal Code,
10K ZIP Campaign - 2025-12-05,83748,Postal Code,
10K ZIP Campaign - 2025-12-05,83751,Postal Code,
10K ZIP Campaign - 2025-12-05,83754,Postal Code,
10K ZIP Campaign - 2025-12-05,83760,Postal Code,
10K ZIP Campaign - 2025-12-05,83769,Postal Code,
10K ZIP Campaign - 2025-12-05,83787,Postal Code,
10K ZIP Campaign - 2025-12-05,83788,Postal Code,
10K ZIP Campaign - 2025-12-05,83791,Postal Code,
10K ZIP Campaign - 2025-12-05,83795,Postal Code,
10K ZIP Campaign - 2025-12-05,83812,Postal Code,
10K ZIP Campaign - 2025-12-05,83815,Postal Code,
10K ZIP Campaign - 2025-12-05,83821,Postal Code,
10K ZIP Campaign - 2025-12-05,83828,Postal Code,
10K ZIP Campaign - 2025-12-05,83851,Postal Code,
10K ZIP Campaign - 2025-12-05,83854,Postal Code,
10K ZIP Campaign - 2025-12-05,83856,Postal Code,
10K ZIP Campaign - 2025-12-05,83858,Postal Code,
10K ZIP Campaign - 2025-12-05,83870,Postal Code,
10K ZIP Campaign - 2025-12-05,83885,Postal Code,
10K ZIP Campaign - 2025-12-05,83898,Postal Code,
10K ZIP Campaign - 2025-12-05,83906,Postal Code,
10K ZIP Campaign - 2025-12-05,83908,Postal Code,
10K ZIP Campaign - 2025-12-05,83910,Postal Code,
10K ZIP Campaign - 2025-12-05,83912,Postal Code,
10K ZIP Campaign - 2025-12-05,83932,Postal Code,
10K ZIP Campaign - 2025-12-05,83937,Postal Code,
10K ZIP Campaign - 2025-12-05,83939,Postal Code,
10K ZIP Campaign - 2025-12-05,83960,Postal Code,
10K ZIP Campaign - 2025-12-05,83966,Postal Code,
10K ZIP Campaign - 2025-12-05,83968,Postal Code,
10K ZIP Campaign - 2025-12-05,83979,Postal Code,
10K ZIP Campaign - 2025-12-05,83980,Postal Code,
10K ZIP Campaign - 2025-12-05,83987,Postal Code,
10K ZIP Campaign - 2025-12-05,84004,Postal Code,
10K ZIP Campaign - 2025-12-05,84015,Postal Code,
10K ZIP Campaign - 2025-12-05,84024,Postal Code,
10K ZIP Campaign - 2025-12-05,84041,Postal Code,
10K ZIP Campaign - 2025-12-05,84044,Postal Code,
10K ZIP Campaign - 2025-12-05,84064,Postal Code,
10K ZIP Campaign - 2025-12-05,84088,Postal Code,
10K ZIP Campaign - 2025-12-05,84089,Postal Code,
10K ZIP Campaign - 2025-12-05,84094,Postal Code,
10K ZIP Campaign - 2025-12-05,84107,Postal Code,
10K ZIP Campaign - 2025-12-05,84110,Postal Code,
10K ZIP Campaign - 2025-12-05,84121,Postal Code,
10K ZIP Campaign - 2025-12-05,84129,Postal Code,
10K ZIP Campaign - 2025-12-05,84131,Postal Code,
10K ZIP Campaign - 2025-12-05,84148,Postal Code,
10K ZIP Campaign - 2025-12-05,84165,Postal Code,
10K ZIP Campaign - 2025-12-05,84184,Postal Code,
10K ZIP Campaign - 2025-12-05,84200,Postal Code,
10K ZIP Campaign - 2025-12-05,84205,Postal Code,
10K ZIP Campaign - 2025-12-05,84217,Postal Code,
10K ZIP Campaign - 2025-12-05,84255,Postal Code,
10K ZIP Campaign - 2025-12-05,84260,Postal Code,
10K ZIP Campaign - 2025-12-05,84282,Postal Code,
10K ZIP Campaign - 2025-12-05,84288,Postal Code,
10K ZIP Campaign - 2025-12-05,84303,Postal Code,
10K ZIP Campaign - 2025-12-05,84306,Postal Code,
10K ZIP Campaign - 2025-12-05,84315,Postal Code,
10K ZIP Campaign - 2025-12-05,84342,Postal Code,
10K ZIP Campaign - 2025-12-05,84349,Postal Code,
10K ZIP Campaign - 2025-12-05,84351,Postal Code,
10K ZIP Campaign - 2025-12-05,84356,Postal Code,
10K ZIP Campaign - 2025-12-05,84359,Postal Code,
10K ZIP Campaign - 2025-12-05,84366,Postal Code,
10K ZIP Campaign - 2025-12-05,84372,Postal Code,
10K ZIP Campaign - 2025-12-05,84376,Postal Code,
10K ZIP Campaign - 2025-12-05,84380,Postal Code,
10K ZIP Campaign - 2025-12-05,84388,Postal Code,
10K ZIP Campaign - 2025-12-05,84391,Postal Code,
10K ZIP Campaign - 2025-12-05,84394,Postal Code,
10K ZIP Campaign - 2025-12-05,84395,Postal Code,
10K ZIP Campaign - 2025-12-05,84425,Postal Code,
10K ZIP Campaign - 2025-12-05,84436,Postal Code,
10K ZIP Campaign - 2025-12-05,84448,Postal Code,
10K ZIP Campaign - 2025-12-05,84451,Postal Code,
10K ZIP Campaign - 2025-12-05,84458,Postal Code,
10K ZIP Campaign - 2025-12-05,84460,Postal Code,
10K ZIP Campaign - 2025-12-05,84464,Postal Code,
10K ZIP Campaign - 2025-12-05,84487,Postal Code,
10K ZIP Campaign - 2025-12-05,84496,Postal Code,
10K ZIP Campaign - 2025-12-05,84498,Postal Code,
10K ZIP Campaign - 2025-12-05,84515,Postal Code,
10K ZIP Campaign - 2025-12-05,84534,Postal Code,
10K ZIP Campaign - 2025-12-05,84535,Postal Code,
10K ZIP Campaign - 2025-12-05,84538,Postal Code,
10K ZIP Campaign - 2025-12-05,84543,Postal Code,
10K ZIP Campaign - 2025-12-05,84550,Postal Code,
10K ZIP Campaign - 2025-12-05,84581,Postal Code,
10K ZIP Campaign - 2025-12-05,84585,Postal Code,
10K ZIP Campaign - 2025-12-05,84593,Postal Code,
10K ZIP Campaign - 2025-12-05,84597,Postal Code,
10K ZIP Campaign - 2025-12-05,84614,Postal Code,
10K ZIP Campaign - 2025-12-05,84647,Postal Code,
10K ZIP Campaign - 2025-12-05,84649,Postal Code,
10K ZIP Campaign - 2025-12-05,84651,Postal Code,
10K ZIP Campaign - 2025-12-05,84672,Postal Code,
10K ZIP Campaign - 2025-12-05,84717,Postal Code,
10K ZIP Campaign - 2025-12-05,84719,Postal Code,
10K ZIP Campaign - 2025-12-05,84725,Postal Code,
10K ZIP Campaign - 2025-12-05,84733,Postal Code,
10K ZIP Campaign - 2025-12-05,84752,Postal Code,
10K ZIP Campaign - 2025-12-05,84753,Postal Code,
10K ZIP Campaign - 2025-12-05,84757,Postal Code,
10K ZIP Campaign - 2025-12-05,84758,Postal Code,
10K ZIP Campaign - 2025-12-05,84771,Postal Code,
10K ZIP Campaign - 2025-12-05,84774,Postal Code,
10K ZIP Campaign - 2025-12-05,84778,Postal Code,
10K ZIP Campaign - 2025-12-05,84780,Postal Code,
10K ZIP Campaign - 2025-12-05,84781,Postal Code,
10K ZIP Campaign - 2025-12-05,84790,Postal Code,
10K ZIP Campaign - 2025-12-05,84795,Postal Code,
10K ZIP Campaign - 2025-12-05,84808,Postal Code,
10K ZIP Campaign - 2025-12-05,84812,Postal Code,
10K ZIP Campaign - 2025-12-05,84820,Postal Code,
10K ZIP Campaign - 2025-12-05,84837,Postal Code,
10K ZIP Campaign - 2025-12-05,84843,Postal Code,
10K ZIP Campaign - 2025-12-05,84857,Postal Code,
10K ZIP Campaign - 2025-12-05,84878,Postal Code,
10K ZIP Campaign - 2025-12-05,84886,Postal Code,
10K ZIP Campaign - 2025-12-05,84896,Postal Code,
10K ZIP Campaign - 2025-12-05,84898,Postal Code,
10K ZIP Campaign - 2025-12-05,84908,Postal Code,
10K ZIP Campaign - 2025-12-05,84910,Postal Code,
10K ZIP Campaign - 2025-12-05,84919,Postal Code,
10K ZIP Campaign - 2025-12-05,84933,Postal Code,
10K ZIP Campaign - 2025-12-05,84951,Postal Code,
10K ZIP Campaign - 2025-12-05,84972,Postal Code,
10K ZIP Campaign - 2025-12-05,84973,Postal Code,
10K ZIP Campaign - 2025-12-05,84991,Postal Code,
10K ZIP Campaign - 2025-12-05,84995,Postal Code,
10K ZIP Campaign - 2025-12-05,85030,Postal Code,
10K ZIP Campaign - 2025-12-05,85040,Postal Code,
10K ZIP Campaign - 2025-12-05,85046,Postal Code,
10K ZIP Campaign - 2025-12-05,85061,Postal Code,
10K ZIP Campaign - 2025-12-05,85064,Postal Code,
10K ZIP Campaign - 2025-12-05,85065,Postal Code,
10K ZIP Campaign - 2025-12-05,85067,Postal Code,
10K ZIP Campaign - 2025-12-05,85075,Postal Code,
10K ZIP Campaign - 2025-12-05,85083,Postal Code,
10K ZIP Campaign - 2025-12-05,85104,Postal Code,
10K ZIP Campaign - 2025-12-05,85132,Postal Code,
10K ZIP Campaign - 2025-12-05,85138,Postal Code,
10K ZIP Campaign - 2025-12-05,85152,Postal Code,
10K ZIP Campaign - 2025-12-05,85155,Postal Code,
10K ZIP Campaign - 2025-12-05,85159,Postal Code,
10K ZIP Campaign - 2025-12-05,85162,Postal Code,
10K ZIP Campaign - 2025-12-05,85171,Postal Code,
10K ZIP Campaign - 2025-12-05,85173,Postal Code,
10K ZIP Campaign - 2025-12-05,85176,Postal Code,
10K ZIP Campaign - 2025-12-05,85185,Postal Code,
10K ZIP Campaign - 2025-12-05,85188,Postal Code,
10K ZIP Campaign - 2025-12-05,85196,Postal Code,
10K ZIP Campaign - 2025-12-05,85199,Postal Code,
10K ZIP Campaign - 2025-12-05,85200,Postal Code,
10K ZIP Campaign - 2025-12-05,85203,Postal Code,
10K ZIP Campaign - 2025-12-05,85205,Postal Code,
10K ZIP Campaign - 2025-12-05,85206,Postal Code,
10K ZIP Campaign - 2025-12-05,85230,Postal Code,
10K ZIP Campaign - 2025-12-05,85251,Postal Code,
10K ZIP Campaign - 2025-12-05,85253,Postal Code,
10K ZIP Campaign - 2025-12-05,85259,Postal Code,
10K ZIP Campaign - 2025-12-05,85264,Postal Code,
10K ZIP Campaign - 2025-12-05,85265,Postal Code,
10K ZIP Campaign - 2025-12-05,85272,Postal Code,
10K ZIP Campaign - 2025-12-05,85280,Postal Code,
10K ZIP Campaign - 2025-12-05,85287,Postal Code,
10K ZIP Campaign - 2025-12-05,85307,Postal Code,
10K ZIP Campaign - 2025-12-05,85321,Postal Code,
10K ZIP Campaign - 2025-12-05,85337,Postal Code,
10K ZIP Campaign - 2025-12-05,85347,Postal Code,
10K ZIP Campaign - 2025-12-05,85349,Postal Code,
10K ZIP Campaign - 2025-12-05,85362,Postal Code,
10K ZIP Campaign - 2025-12-05,85363,Postal Code,
10K ZIP Campaign - 2025-12-05,85379,Postal Code,
10K ZIP Campaign - 2025-12-05,85381,Postal Code,
10K ZIP Campaign - 2025-12-05,85382,Postal Code,
10K ZIP Campaign - 2025-12-05,85388,Postal Code,
10K ZIP Campaign - 2025-12-05,85425,Postal Code,
10K ZIP Campaign - 2025-12-05,85433,Postal Code,
10K ZIP Campaign - 2025-12-05,85436,Postal Code,
10K ZIP Campaign - 2025-12-05,85441,Postal Code,
10K ZIP Campaign - 2025-12-05,85449,Postal Code,
10K ZIP Campaign - 2025-12-05,85459,Postal Code,
10K ZIP Campaign - 2025-12-05,85476,Postal Code,
10K ZIP Campaign - 2025-12-05,85498,Postal Code,
10K ZIP Campaign - 2025-12-05,85500,Postal Code,
10K ZIP Campaign - 2025-12-05,85509,Postal Code,
10K ZIP Campaign - 2025-12-05,85510,Postal Code,
10K ZIP Campaign - 2025-12-05,85512,Postal Code,
10K ZIP Campaign - 2025-12-05,85534,Postal Code,
10K ZIP Campaign - 2025-12-05,85540,Postal Code,
10K ZIP Campaign - 2025-12-05,85547,Postal Code,
10K ZIP Campaign - 2025-12-05,85581,Postal Code,
10K ZIP Campaign - 2025-12-05,85619,Postal Code,
10K ZIP Campaign - 2025-12-05,85627,Postal Code,
10K ZIP Campaign - 2025-12-05,85632,Postal Code,
10K ZIP Campaign - 2025-12-05,85638,Postal Code,
10K ZIP Campaign - 2025-12-05,85653,Postal Code,
10K ZIP Campaign - 2025-12-05,85687,Postal Code,
10K ZIP Campaign - 2025-12-05,85688,Postal Code,
10K ZIP Campaign - 2025-12-05,85690,Postal Code,
10K ZIP Campaign - 2025-12-05,85693,Postal Code,
10K ZIP Campaign - 2025-12-05,85706,Postal Code,
10K ZIP Campaign - 2025-12-05,85735,Postal Code,
10K ZIP Campaign - 2025-12-05,85747,Postal Code,
10K ZIP Campaign - 2025-12-05,85757,Postal Code,
10K ZIP Campaign - 2025-12-05,85762,Postal Code,
10K ZIP Campaign - 2025-12-05,85765,Postal Code,
10K ZIP Campaign - 2025-12-05,85775,Postal Code,
10K ZIP Campaign - 2025-12-05,85779,Postal Code,
10K ZIP Campaign - 2025-12-05,85782,Postal Code,
10K ZIP Campaign - 2025-12-05,85784,Postal Code,
10K ZIP Campaign - 2025-12-05,85791,Postal Code,
10K ZIP Campaign - 2025-12-05,85792,Postal Code,
10K ZIP Campaign - 2025-12-05,85797,Postal Code,
10K ZIP Campaign - 2025-12-05,85807,Postal Code,
10K ZIP Campaign - 2025-12-05,85820,Postal Code,
10K ZIP Campaign - 2025-12-05,85823,Postal Code,
10K ZIP Campaign - 2025-12-05,85826,Postal Code,
10K ZIP Campaign - 2025-12-05,85832,Postal Code,
10K ZIP Campaign - 2025-12-05,85843,Postal Code,
10K ZIP Campaign - 2025-12-05,85847,Postal Code,
10K ZIP Campaign - 2025-12-05,85851,Postal Code,
10K ZIP Campaign - 2025-12-05,85862,Postal Code,
10K ZIP Campaign - 2025-12-05,85878,Postal Code,
10K ZIP Campaign - 2025-12-05,85886,Postal Code,
10K ZIP Campaign - 2025-12-05,85895,Postal Code,
10K ZIP Campaign - 2025-12-05,85916,Postal Code,
10K ZIP Campaign - 2025-12-05,85930,Postal Code,
10K ZIP Campaign - 2025-12-05,85941,Postal Code,
10K ZIP Campaign - 2025-12-05,85948,Postal Code,
10K ZIP Campaign - 2025-12-05,85951,Postal Code,
10K ZIP Campaign - 2025-12-05,85961,Postal Code,
10K ZIP Campaign - 2025-12-05,85974,Postal Code,
10K ZIP Campaign - 2025-12-05,85993,Postal Code,
10K ZIP Campaign - 2025-12-05,85998,Postal Code,
10K ZIP Campaign - 2025-12-05,86008,Postal Code,
10K ZIP Campaign - 2025-12-05,86019,Postal Code,
10K ZIP Campaign - 2025-12-05,86028,Postal Code,
10K ZIP Campaign - 2025-12-05,86037,Postal Code,
10K ZIP Campaign - 2025-12-05,86047,Postal Code,
10K ZIP Campaign - 2025-12-05,86062,Postal Code,
10K ZIP Campaign - 2025-12-05,86084,Postal Code,
10K ZIP Campaign - 2025-12-05,86093,Postal Code,
10K ZIP Campaign - 2025-12-05,86098,Postal Code,
10K ZIP Campaign - 2025-12-05,86099,Postal Code,
10K ZIP Campaign - 2025-12-05,86147,Postal Code,
10K ZIP Campaign - 2025-12-05,86161,Postal Code,
10K ZIP Campaign - 2025-12-05,86163,Postal Code,
10K ZIP Campaign - 2025-12-05,86167,Postal Code,
10K ZIP Campaign - 2025-12-05,86168,Postal Code,
10K ZIP Campaign - 2025-12-05,86177,Postal Code,
10K ZIP Campaign - 2025-12-05,86189,Postal Code,
10K ZIP Campaign - 2025-12-05,86191,Postal Code,
10K ZIP Campaign - 2025-12-05,86192,Postal Code,
10K ZIP Campaign - 2025-12-05,86194,Postal Code,
10K ZIP Campaign - 2025-12-05,86215,Postal Code,
10K ZIP Campaign - 2025-12-05,86230,Postal Code,
10K ZIP Campaign - 2025-12-05,86243,Postal Code,
10K ZIP Campaign - 2025-12-05,86250,Postal Code,
10K ZIP Campaign - 2025-12-05,86260,Postal Code,
10K ZIP Campaign - 2025-12-05,86271,Postal Code,
10K ZIP Campaign - 2025-12-05,86275,Postal Code,
10K ZIP Campaign - 2025-12-05,86282,Postal Code,
10K ZIP Campaign - 2025-12-05,86283,Postal Code,
10K ZIP Campaign - 2025-12-05,86295,Postal Code,
10K ZIP Campaign - 2025-12-05,86309,Postal Code,
10K ZIP Campaign - 2025-12-05,86311,Postal Code,
10K ZIP Campaign - 2025-12-05,86313,Postal Code,
10K ZIP Campaign - 2025-12-05,86331,Postal Code,
10K ZIP Campaign - 2025-12-05,86332,Postal Code,
10K ZIP Campaign - 2025-12-05,86346,Postal Code,
10K ZIP Campaign - 2025-12-05,86353,Postal Code,
10K ZIP Campaign - 2025-12-05,86361,Postal Code,
10K ZIP Campaign - 2025-12-05,86364,Postal Code,
10K ZIP Campaign - 2025-12-05,86365,Postal Code,
10K ZIP Campaign - 2025-12-05,86370,Postal Code,
10K ZIP Campaign - 2025-12-05,86371,Postal Code,
10K ZIP Campaign - 2025-12-05,86381,Postal Code,
10K ZIP Campaign - 2025-12-05,86388,Postal Code,
10K ZIP Campaign - 2025-12-05,86397,Postal Code,
10K ZIP Campaign - 2025-12-05,86406,Postal Code,
10K ZIP Campaign - 2025-12-05,86407,Postal Code,
10K ZIP Campaign - 2025-12-05,86411,Postal Code,
10K ZIP Campaign - 2025-12-05,86414,Postal Code,
10K ZIP Campaign - 2025-12-05,86415,Postal Code,
10K ZIP Campaign - 2025-12-05,86420,Postal Code,
